Ecoregion,Annual_EU,Permanent_EU,Pasture_EU,Urban_EU,Annual_RoW,Permanent_RoW,Pasture_RoW,Urban_RoW,For_ClearCut_EU,For_ClearCut_im,For_ClearCut_ex,For_Retention_EU,For_PlantationFuel_im,For_TimberPlant_EU,For_TimberPlant_ex,For_TimberPlant_im,For_SelectionSystem_EU,For_SelectionSystem_im,For_SelectionSystem_ex,For_Selective_im,EP_EU,EP_conv_EU,EP_RoW,EP_conv_im,Afforested_EU,Afforested_RoW,Regrowth,ForOther_Extensive_EU,ForOther_Extensive_RoW,ForOther_Intensive_EU,ForOther_Intensive_RoW
IM0153,3.39E-13,2.50E-13,2.27E-13,3.65E-13,3.39E-13,2.50E-13,2.27E-13,3.65E-13,2.39E-13,2.39E-13,2.39E-13,8.53E-14,2.39E-13,2.39E-13,2.39E-13,2.39E-13,8.53E-14,8.53E-14,8.53E-14,8.53E-14,2.50E-13,2.50E-13,2.39E-13,2.39E-13,0.00E+00,0.00E+00,0.00E+00,8.53E-14,8.53E-14,2.39E-13,2.39E-13
IM0154,2.23E-12,1.93E-12,1.01E-12,2.70E-12,2.23E-12,1.93E-12,1.01E-12,2.70E-12,1.38E-12,1.38E-12,1.38E-12,4.19E-13,1.38E-12,1.38E-12,1.38E-12,1.38E-12,4.19E-13,4.19E-13,4.19E-13,4.19E-13,1.93E-12,1.93E-12,1.38E-12,1.38E-12,0.00E+00,0.00E+00,0.00E+00,4.19E-13,4.19E-13,1.38E-12,1.38E-12
IM0155,3.45E-12,2.94E-12,1.52E-12,4.46E-12,3.45E-12,2.94E-12,1.52E-12,4.46E-12,2.06E-12,2.06E-12,2.06E-12,7.29E-13,2.06E-12,2.06E-12,2.06E-12,2.06E-12,7.29E-13,7.29E-13,7.29E-13,7.29E-13,2.94E-12,2.94E-12,2.06E-12,2.06E-12,0.00E+00,0.00E+00,0.00E+00,7.29E-13,7.29E-13,2.06E-12,2.06E-12
IM0156,1.53E-12,1.33E-12,9.08E-13,2.10E-12,1.53E-12,1.33E-12,9.08E-13,2.10E-12,9.43E-13,9.43E-13,9.43E-13,3.07E-13,9.43E-13,9.43E-13,9.43E-13,9.43E-13,3.07E-13,3.07E-13,3.07E-13,3.07E-13,1.33E-12,1.33E-12,9.43E-13,9.43E-13,0.00E+00,0.00E+00,0.00E+00,3.07E-13,3.07E-13,9.43E-13,9.43E-13
IM0157,4.06E-13,3.26E-13,2.59E-13,4.17E-13,4.06E-13,3.26E-13,2.59E-13,4.17E-13,2.85E-13,2.85E-13,2.85E-13,8.44E-14,2.85E-13,2.85E-13,2.85E-13,2.85E-13,8.44E-14,8.44E-14,8.44E-14,8.44E-14,3.26E-13,3.26E-13,2.85E-13,2.85E-13,0.00E+00,0.00E+00,0.00E+00,8.44E-14,8.44E-14,2.85E-13,2.85E-13
IM0158,4.11E-13,3.23E-13,2.55E-13,4.37E-13,4.11E-13,3.23E-13,2.55E-13,4.37E-13,2.79E-13,2.79E-13,2.79E-13,9.07E-14,2.79E-13,2.79E-13,2.79E-13,2.79E-13,9.07E-14,9.07E-14,9.07E-14,9.07E-14,3.23E-13,3.23E-13,2.79E-13,2.79E-13,0.00E+00,0.00E+00,0.00E+00,9.07E-14,9.07E-14,2.79E-13,2.79E-13
IM0159,5.23E-13,3.90E-13,2.75E-13,6.28E-13,5.23E-13,3.90E-13,2.75E-13,6.28E-13,3.37E-13,3.37E-13,3.37E-13,1.36E-13,3.37E-13,3.37E-13,3.37E-13,3.37E-13,1.36E-13,1.36E-13,1.36E-13,1.36E-13,3.90E-13,3.90E-13,3.37E-13,3.37E-13,0.00E+00,0.00E+00,0.00E+00,1.36E-13,1.36E-13,3.37E-13,3.37E-13
IM0160,3.57E-13,2.84E-13,2.25E-13,3.63E-13,3.57E-13,2.84E-13,2.25E-13,3.63E-13,2.48E-13,2.48E-13,2.48E-13,7.80E-14,2.48E-13,2.48E-13,2.48E-13,2.48E-13,7.80E-14,7.80E-14,7.80E-14,7.80E-14,2.84E-13,2.84E-13,2.48E-13,2.48E-13,0.00E+00,0.00E+00,0.00E+00,7.80E-14,7.80E-14,2.48E-13,2.48E-13
IM0161,3.37E-13,2.41E-13,2.33E-13,3.66E-13,3.37E-13,2.41E-13,2.33E-13,3.66E-13,2.34E-13,2.34E-13,2.34E-13,9.08E-14,2.34E-13,2.34E-13,2.34E-13,2.34E-13,9.08E-14,9.08E-14,9.08E-14,9.08E-14,2.41E-13,2.41E-13,2.34E-13,2.34E-13,0.00E+00,0.00E+00,0.00E+00,9.08E-14,9.08E-14,2.34E-13,2.34E-13
IM0162,7.84E-14,5.61E-14,4.71E-14,8.04E-14,7.84E-14,5.61E-14,4.71E-14,8.04E-14,5.39E-14,5.39E-14,5.39E-14,1.55E-14,5.39E-14,5.39E-14,5.39E-14,5.39E-14,1.55E-14,1.55E-14,1.55E-14,1.55E-14,5.61E-14,5.61E-14,5.39E-14,5.39E-14,0.00E+00,0.00E+00,0.00E+00,1.55E-14,1.55E-14,5.39E-14,5.39E-14
IM0163,2.38E-13,1.76E-13,1.33E-13,2.68E-13,2.38E-13,1.76E-13,1.33E-13,2.68E-13,1.55E-13,1.55E-13,1.55E-13,5.32E-14,1.55E-13,1.55E-13,1.55E-13,1.55E-13,5.32E-14,5.32E-14,5.32E-14,5.32E-14,1.76E-13,1.76E-13,1.55E-13,1.55E-13,0.00E+00,0.00E+00,0.00E+00,5.32E-14,5.32E-14,1.55E-13,1.55E-13
IM0164,1.77E-13,1.34E-13,1.12E-13,1.80E-13,1.77E-13,1.34E-13,1.12E-13,1.80E-13,1.21E-13,1.21E-13,1.21E-13,3.74E-14,1.21E-13,1.21E-13,1.21E-13,1.21E-13,3.74E-14,3.74E-14,3.74E-14,3.74E-14,1.34E-13,1.34E-13,1.21E-13,1.21E-13,0.00E+00,0.00E+00,0.00E+00,3.74E-14,3.74E-14,1.21E-13,1.21E-13
IM0165,1.81E-13,1.35E-13,1.13E-13,1.81E-13,1.81E-13,1.35E-13,1.13E-13,1.81E-13,1.25E-13,1.25E-13,1.25E-13,3.70E-14,1.25E-13,1.25E-13,1.25E-13,1.25E-13,3.70E-14,3.70E-14,3.70E-14,3.70E-14,1.35E-13,1.35E-13,1.25E-13,1.25E-13,0.00E+00,0.00E+00,0.00E+00,3.70E-14,3.70E-14,1.25E-13,1.25E-13
IM0166,8.77E-14,6.18E-14,5.01E-14,9.04E-14,8.77E-14,6.18E-14,5.01E-14,9.04E-14,5.89E-14,5.89E-14,5.89E-14,1.73E-14,5.89E-14,5.89E-14,5.89E-14,5.89E-14,1.73E-14,1.73E-14,1.73E-14,1.73E-14,6.18E-14,6.18E-14,5.89E-14,5.89E-14,0.00E+00,0.00E+00,0.00E+00,1.73E-14,1.73E-14,5.89E-14,5.89E-14
IM0167,7.45E-13,6.00E-13,4.01E-13,9.21E-13,7.45E-13,6.00E-13,4.01E-13,9.21E-13,4.80E-13,4.80E-13,4.80E-13,1.46E-13,4.80E-13,4.80E-13,4.80E-13,4.80E-13,1.46E-13,1.46E-13,1.46E-13,1.46E-13,6.00E-13,6.00E-13,4.80E-13,4.80E-13,0.00E+00,0.00E+00,0.00E+00,1.46E-13,1.46E-13,4.80E-13,4.80E-13
IM0168,5.50E-13,4.36E-13,3.22E-13,5.94E-13,5.50E-13,4.36E-13,3.22E-13,5.94E-13,3.63E-13,3.63E-13,3.63E-13,1.09E-13,3.63E-13,3.63E-13,3.63E-13,3.63E-13,1.09E-13,1.09E-13,1.09E-13,1.09E-13,4.36E-13,4.36E-13,3.63E-13,3.63E-13,0.00E+00,0.00E+00,0.00E+00,1.09E-13,1.09E-13,3.63E-13,3.63E-13
IM0169,4.30E-13,2.94E-13,3.09E-13,5.86E-13,4.30E-13,2.94E-13,3.09E-13,5.86E-13,2.82E-13,2.82E-13,2.82E-13,8.02E-14,2.82E-13,2.82E-13,2.82E-13,2.82E-13,8.02E-14,8.02E-14,8.02E-14,8.02E-14,2.94E-13,2.94E-13,2.82E-13,2.82E-13,0.00E+00,0.00E+00,0.00E+00,8.02E-14,8.02E-14,2.82E-13,2.82E-13
IM0170,1.80E-12,1.22E-12,8.67E-13,2.50E-12,1.80E-12,1.22E-12,8.67E-13,2.50E-12,1.29E-12,1.29E-12,1.29E-12,4.75E-13,1.29E-12,1.29E-12,1.29E-12,1.29E-12,4.75E-13,4.75E-13,4.75E-13,4.75E-13,1.22E-12,1.22E-12,1.29E-12,1.29E-12,0.00E+00,0.00E+00,0.00E+00,4.75E-13,4.75E-13,1.29E-12,1.29E-12
IM0171,8.84E-13,6.52E-13,5.94E-13,9.69E-13,8.84E-13,6.52E-13,5.94E-13,9.69E-13,6.57E-13,6.57E-13,6.57E-13,2.22E-13,6.57E-13,6.57E-13,6.57E-13,6.57E-13,2.22E-13,2.22E-13,2.22E-13,2.22E-13,6.52E-13,6.52E-13,6.57E-13,6.57E-13,0.00E+00,0.00E+00,0.00E+00,2.22E-13,2.22E-13,6.57E-13,6.57E-13
IM0172,9.82E-13,7.11E-13,6.67E-13,1.10E-12,9.82E-13,7.11E-13,6.67E-13,1.10E-12,7.22E-13,7.22E-13,7.22E-13,2.43E-13,7.22E-13,7.22E-13,7.22E-13,7.22E-13,2.43E-13,2.43E-13,2.43E-13,2.43E-13,7.11E-13,7.11E-13,7.22E-13,7.22E-13,0.00E+00,0.00E+00,0.00E+00,2.43E-13,2.43E-13,7.22E-13,7.22E-13
IM0201,7.11E-14,5.29E-14,2.98E-14,7.55E-14,7.11E-14,5.29E-14,2.98E-14,7.55E-14,2.45E-14,2.45E-14,2.45E-14,9.87E-15,2.45E-14,2.45E-14,2.45E-14,2.45E-14,9.87E-15,9.87E-15,9.87E-15,9.87E-15,5.29E-14,5.29E-14,2.45E-14,2.45E-14,0.00E+00,0.00E+00,0.00E+00,9.87E-15,9.87E-15,2.45E-14,2.45E-14
IM0202,1.53E-13,1.13E-13,6.84E-14,1.55E-13,1.53E-13,1.13E-13,6.84E-14,1.55E-13,4.84E-14,4.84E-14,4.84E-14,2.32E-14,4.84E-14,4.84E-14,4.84E-14,4.84E-14,2.32E-14,2.32E-14,2.32E-14,2.32E-14,1.13E-13,1.13E-13,4.84E-14,4.84E-14,0.00E+00,0.00E+00,0.00E+00,2.32E-14,2.32E-14,4.84E-14,4.84E-14
IM0203,7.10E-14,5.15E-14,2.91E-14,7.83E-14,7.10E-14,5.15E-14,2.91E-14,7.83E-14,2.44E-14,2.44E-14,2.44E-14,1.08E-14,2.44E-14,2.44E-14,2.44E-14,2.44E-14,1.08E-14,1.08E-14,1.08E-14,1.08E-14,5.15E-14,5.15E-14,2.44E-14,2.44E-14,0.00E+00,0.00E+00,0.00E+00,1.08E-14,1.08E-14,2.44E-14,2.44E-14
IM0204,7.32E-14,5.17E-14,2.82E-14,7.19E-14,7.32E-14,5.17E-14,2.82E-14,7.19E-14,2.27E-14,2.27E-14,2.27E-14,9.38E-15,2.27E-14,2.27E-14,2.27E-14,2.27E-14,9.38E-15,9.38E-15,9.38E-15,9.38E-15,5.17E-14,5.17E-14,2.27E-14,2.27E-14,0.00E+00,0.00E+00,0.00E+00,9.38E-15,9.38E-15,2.27E-14,2.27E-14
IM0205,1.99E-13,1.47E-13,7.91E-14,1.99E-13,1.99E-13,1.47E-13,7.91E-14,1.99E-13,6.26E-14,6.26E-14,6.26E-14,2.78E-14,6.26E-14,6.26E-14,6.26E-14,6.26E-14,2.78E-14,2.78E-14,2.78E-14,2.78E-14,1.47E-13,1.47E-13,6.26E-14,6.26E-14,0.00E+00,0.00E+00,0.00E+00,2.78E-14,2.78E-14,6.26E-14,6.26E-14
IM0206,6.85E-14,5.01E-14,2.71E-14,6.92E-14,6.85E-14,5.01E-14,2.71E-14,6.92E-14,2.22E-14,2.22E-14,2.22E-14,9.10E-15,2.22E-14,2.22E-14,2.22E-14,2.22E-14,9.10E-15,9.10E-15,9.10E-15,9.10E-15,5.01E-14,5.01E-14,2.22E-14,2.22E-14,0.00E+00,0.00E+00,0.00E+00,9.10E-15,9.10E-15,2.22E-14,2.22E-14
IM0207,8.47E-14,6.24E-14,3.44E-14,9.12E-14,8.47E-14,6.24E-14,3.44E-14,9.12E-14,2.99E-14,2.99E-14,2.99E-14,1.27E-14,2.99E-14,2.99E-14,2.99E-14,2.99E-14,1.27E-14,1.27E-14,1.27E-14,1.27E-14,6.24E-14,6.24E-14,2.99E-14,2.99E-14,0.00E+00,0.00E+00,0.00E+00,1.27E-14,1.27E-14,2.99E-14,2.99E-14
IM0208,6.14E-14,4.60E-14,2.43E-14,6.56E-14,6.14E-14,4.60E-14,2.43E-14,6.56E-14,2.19E-14,2.19E-14,2.19E-14,9.40E-15,2.19E-14,2.19E-14,2.19E-14,2.19E-14,9.40E-15,9.40E-15,9.40E-15,9.40E-15,4.60E-14,4.60E-14,2.19E-14,2.19E-14,0.00E+00,0.00E+00,0.00E+00,9.40E-15,9.40E-15,2.19E-14,2.19E-14
IM0209,1.57E-13,1.12E-13,6.52E-14,1.76E-13,1.57E-13,1.12E-13,6.52E-14,1.76E-13,5.67E-14,5.67E-14,5.67E-14,2.48E-14,5.67E-14,5.67E-14,5.67E-14,5.67E-14,2.48E-14,2.48E-14,2.48E-14,2.48E-14,1.12E-13,1.12E-13,5.67E-14,5.67E-14,0.00E+00,0.00E+00,0.00E+00,2.48E-14,2.48E-14,5.67E-14,5.67E-14
IM0210,1.84E-13,1.36E-13,8.59E-14,2.22E-13,1.84E-13,1.36E-13,8.59E-14,2.22E-13,6.97E-14,6.97E-14,6.97E-14,3.79E-14,6.97E-14,6.97E-14,6.97E-14,6.97E-14,3.79E-14,3.79E-14,3.79E-14,3.79E-14,1.36E-13,1.36E-13,6.97E-14,6.97E-14,0.00E+00,0.00E+00,0.00E+00,3.79E-14,3.79E-14,6.97E-14,6.97E-14
IM0211,2.46E-13,2.00E-13,1.21E-13,2.95E-13,2.46E-13,2.00E-13,1.21E-13,2.95E-13,1.08E-13,1.08E-13,1.08E-13,4.81E-14,1.08E-13,1.08E-13,1.08E-13,1.08E-13,4.81E-14,4.81E-14,4.81E-14,4.81E-14,2.00E-13,2.00E-13,1.08E-13,1.08E-13,0.00E+00,0.00E+00,0.00E+00,4.81E-14,4.81E-14,1.08E-13,1.08E-13
IM0212,4.78E-13,3.92E-13,2.05E-13,5.17E-13,4.78E-13,3.92E-13,2.05E-13,5.17E-13,1.51E-13,1.51E-13,1.51E-13,8.16E-14,1.51E-13,1.51E-13,1.51E-13,1.51E-13,8.16E-14,8.16E-14,8.16E-14,8.16E-14,3.92E-13,3.92E-13,1.51E-13,1.51E-13,0.00E+00,0.00E+00,0.00E+00,8.16E-14,8.16E-14,1.51E-13,1.51E-13
IM0301,2.45E-13,1.86E-13,9.86E-14,2.71E-13,2.45E-13,1.86E-13,9.86E-14,2.71E-13,9.72E-14,9.72E-14,9.72E-14,4.29E-14,9.72E-14,9.72E-14,9.72E-14,9.72E-14,4.29E-14,4.29E-14,4.29E-14,4.29E-14,1.86E-13,1.86E-13,9.72E-14,9.72E-14,0.00E+00,0.00E+00,0.00E+00,4.29E-14,4.29E-14,9.72E-14,9.72E-14
IM0302,1.35E-12,1.06E-12,4.48E-13,1.72E-12,1.35E-12,1.06E-12,4.48E-13,1.72E-12,4.59E-13,4.59E-13,4.59E-13,2.37E-13,4.59E-13,4.59E-13,4.59E-13,4.59E-13,2.37E-13,2.37E-13,2.37E-13,2.37E-13,1.06E-12,1.06E-12,4.59E-13,4.59E-13,0.00E+00,0.00E+00,0.00E+00,2.37E-13,2.37E-13,4.59E-13,4.59E-13
IM0303,1.21E-13,9.84E-14,7.90E-14,1.82E-13,1.21E-13,9.84E-14,7.90E-14,1.82E-13,4.92E-14,4.92E-14,4.92E-14,2.37E-14,4.92E-14,4.92E-14,4.92E-14,4.92E-14,2.37E-14,2.37E-14,2.37E-14,2.37E-14,9.84E-14,9.84E-14,4.92E-14,4.92E-14,0.00E+00,0.00E+00,0.00E+00,2.37E-14,2.37E-14,4.92E-14,4.92E-14
IM0304,3.80E-13,3.05E-13,1.26E-13,5.16E-13,3.80E-13,3.05E-13,1.26E-13,5.16E-13,1.33E-13,1.33E-13,1.33E-13,1.03E-13,1.33E-13,1.33E-13,1.33E-13,1.33E-13,1.03E-13,1.03E-13,1.03E-13,1.03E-13,3.05E-13,3.05E-13,1.33E-13,1.33E-13,0.00E+00,0.00E+00,0.00E+00,1.03E-13,1.03E-13,1.33E-13,1.33E-13
IM0401,2.14E-13,1.44E-13,6.07E-14,2.97E-13,2.14E-13,1.44E-13,6.07E-14,2.97E-13,7.52E-14,7.52E-14,7.52E-14,4.70E-14,7.52E-14,7.52E-14,7.52E-14,7.52E-14,4.70E-14,4.70E-14,4.70E-14,4.70E-14,1.44E-13,1.44E-13,7.52E-14,7.52E-14,0.00E+00,0.00E+00,0.00E+00,4.70E-14,4.70E-14,7.52E-14,7.52E-14
IM0402,2.20E-13,1.56E-13,6.31E-14,3.53E-13,2.20E-13,1.56E-13,6.31E-14,3.53E-13,8.33E-14,8.33E-14,8.33E-14,7.08E-14,8.33E-14,8.33E-14,8.33E-14,8.33E-14,7.08E-14,7.08E-14,7.08E-14,7.08E-14,1.56E-13,1.56E-13,8.33E-14,8.33E-14,0.00E+00,0.00E+00,0.00E+00,7.08E-14,7.08E-14,8.33E-14,8.33E-14
IM0403,1.98E-13,1.22E-13,6.20E-14,1.98E-13,1.98E-13,1.22E-13,6.20E-14,1.98E-13,3.97E-14,3.97E-14,3.97E-14,2.12E-14,3.97E-14,3.97E-14,3.97E-14,3.97E-14,2.12E-14,2.12E-14,2.12E-14,2.12E-14,1.22E-13,1.22E-13,3.97E-14,3.97E-14,0.00E+00,0.00E+00,0.00E+00,2.12E-14,2.12E-14,3.97E-14,3.97E-14
IM0501,2.11E-13,1.44E-13,1.03E-13,2.87E-13,2.11E-13,1.44E-13,1.03E-13,2.87E-13,6.82E-14,6.82E-14,6.82E-14,5.04E-14,6.82E-14,6.82E-14,6.82E-14,6.82E-14,5.04E-14,5.04E-14,5.04E-14,5.04E-14,1.44E-13,1.44E-13,6.82E-14,6.82E-14,0.00E+00,0.00E+00,0.00E+00,5.04E-14,5.04E-14,6.82E-14,6.82E-14
IM0502,1.94E-13,1.37E-13,9.09E-14,2.06E-13,1.94E-13,1.37E-13,9.09E-14,2.06E-13,6.46E-14,6.46E-14,6.46E-14,3.05E-14,6.46E-14,6.46E-14,6.46E-14,6.46E-14,3.05E-14,3.05E-14,3.05E-14,3.05E-14,1.37E-13,1.37E-13,6.46E-14,6.46E-14,0.00E+00,0.00E+00,0.00E+00,3.05E-14,3.05E-14,6.46E-14,6.46E-14
IM0701,2.00E-13,1.40E-13,7.79E-14,2.19E-13,2.00E-13,1.40E-13,7.79E-14,2.19E-13,4.80E-14,4.80E-14,4.80E-14,3.24E-14,4.80E-14,4.80E-14,4.80E-14,4.80E-14,3.24E-14,3.24E-14,3.24E-14,3.24E-14,1.40E-13,1.40E-13,4.80E-14,4.80E-14,0.00E+00,0.00E+00,0.00E+00,3.24E-14,3.24E-14,4.80E-14,4.80E-14
IM0901,8.16E-15,6.07E-15,6.24E-15,1.28E-14,8.16E-15,6.07E-15,6.24E-15,1.28E-14,2.91E-15,2.91E-15,2.91E-15,7.51E-16,2.91E-15,2.91E-15,2.91E-15,2.91E-15,7.51E-16,7.51E-16,7.51E-16,7.51E-16,6.07E-15,6.07E-15,2.91E-15,2.91E-15,0.00E+00,0.00E+00,0.00E+00,7.51E-16,7.51E-16,2.91E-15,2.91E-15
IM1001,1.24E-12,1.20E-12,5.02E-13,NA,1.24E-12,1.20E-12,5.02E-13,NA,7.38E-13,7.38E-13,7.38E-13,2.93E-13,7.38E-13,7.38E-13,7.38E-13,7.38E-13,2.93E-13,2.93E-13,2.93E-13,2.93E-13,1.20E-12,1.20E-12,7.38E-13,7.38E-13,0.00E+00,0.00E+00,0.00E+00,2.93E-13,2.93E-13,7.38E-13,7.38E-13
IM1301,5.85E-14,4.28E-14,2.56E-14,6.27E-14,5.85E-14,4.28E-14,2.56E-14,6.27E-14,1.95E-14,1.95E-14,1.95E-14,7.24E-15,1.95E-14,1.95E-14,1.95E-14,1.95E-14,7.24E-15,7.24E-15,7.24E-15,7.24E-15,4.28E-14,4.28E-14,1.95E-14,1.95E-14,0.00E+00,0.00E+00,0.00E+00,7.24E-15,7.24E-15,1.95E-14,1.95E-14
IM1302,7.83E-15,6.08E-15,3.61E-15,1.08E-14,7.83E-15,6.08E-15,3.61E-15,1.08E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08E-15,6.08E-15,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
IM1303,1.60E-14,1.25E-14,6.40E-15,2.16E-14,1.60E-14,1.25E-14,6.40E-15,2.16E-14,6.69E-15,6.69E-15,6.69E-15,2.10E-15,6.69E-15,6.69E-15,6.69E-15,6.69E-15,2.10E-15,2.10E-15,2.10E-15,2.10E-15,1.25E-14,1.25E-14,6.69E-15,6.69E-15,0.00E+00,0.00E+00,0.00E+00,2.10E-15,2.10E-15,6.69E-15,6.69E-15
IM1304,8.46E-15,5.97E-15,5.60E-15,1.28E-14,8.46E-15,5.97E-15,5.60E-15,1.28E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97E-15,5.97E-15,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
IM1401,8.27E-14,6.00E-14,3.13E-14,8.32E-14,8.27E-14,6.00E-14,3.13E-14,8.32E-14,3.04E-14,3.04E-14,3.04E-14,1.11E-14,3.04E-14,3.04E-14,3.04E-14,3.04E-14,1.11E-14,1.11E-14,1.11E-14,1.11E-14,6.00E-14,6.00E-14,3.04E-14,3.04E-14,0.00E+00,0.00E+00,0.00E+00,1.11E-14,1.11E-14,3.04E-14,3.04E-14
IM1402,2.05E-13,1.62E-13,8.37E-14,2.13E-13,2.05E-13,1.62E-13,8.37E-14,2.13E-13,7.37E-14,7.37E-14,7.37E-14,2.90E-14,7.37E-14,7.37E-14,7.37E-14,7.37E-14,2.90E-14,2.90E-14,2.90E-14,2.90E-14,1.62E-13,1.62E-13,7.37E-14,7.37E-14,0.00E+00,0.00E+00,0.00E+00,2.90E-14,2.90E-14,7.37E-14,7.37E-14
IM1403,2.44E-14,1.94E-14,1.21E-14,3.26E-14,2.44E-14,1.94E-14,1.21E-14,3.26E-14,1.04E-14,1.04E-14,1.04E-14,3.90E-15,1.04E-14,1.04E-14,1.04E-14,1.04E-14,3.90E-15,3.90E-15,3.90E-15,3.90E-15,1.94E-14,1.94E-14,1.04E-14,1.04E-14,0.00E+00,0.00E+00,0.00E+00,3.90E-15,3.90E-15,1.04E-14,1.04E-14
IM1404,1.46E-13,1.24E-13,6.38E-14,1.59E-13,1.46E-13,1.24E-13,6.38E-14,1.59E-13,5.58E-14,5.58E-14,5.58E-14,2.38E-14,5.58E-14,5.58E-14,5.58E-14,5.58E-14,2.38E-14,2.38E-14,2.38E-14,2.38E-14,1.24E-13,1.24E-13,5.58E-14,5.58E-14,0.00E+00,0.00E+00,0.00E+00,2.38E-14,2.38E-14,5.58E-14,5.58E-14
IM1405,2.81E-13,2.17E-13,9.32E-14,3.15E-13,2.81E-13,2.17E-13,9.32E-14,3.15E-13,8.82E-14,8.82E-14,8.82E-14,5.97E-14,8.82E-14,8.82E-14,8.82E-14,8.82E-14,5.97E-14,5.97E-14,5.97E-14,5.97E-14,2.17E-13,2.17E-13,8.82E-14,8.82E-14,0.00E+00,0.00E+00,0.00E+00,5.97E-14,5.97E-14,8.82E-14,8.82E-14
IM1406,6.37E-14,4.84E-14,2.45E-14,6.78E-14,6.37E-14,4.84E-14,2.45E-14,6.78E-14,2.48E-14,2.48E-14,2.48E-14,9.66E-15,2.48E-14,2.48E-14,2.48E-14,2.48E-14,9.66E-15,9.66E-15,9.66E-15,9.66E-15,4.84E-14,4.84E-14,2.48E-14,2.48E-14,0.00E+00,0.00E+00,0.00E+00,9.66E-15,9.66E-15,2.48E-14,2.48E-14
NA0201,5.53E-14,3.64E-14,3.63E-14,7.56E-14,5.53E-14,3.64E-14,3.63E-14,7.56E-14,1.65E-14,1.65E-14,1.65E-14,9.09E-15,1.65E-14,1.65E-14,1.65E-14,1.65E-14,9.09E-15,9.09E-15,9.09E-15,9.09E-15,3.64E-14,3.64E-14,1.65E-14,1.65E-14,0.00E+00,0.00E+00,0.00E+00,9.09E-15,9.09E-15,1.65E-14,1.65E-14
NA0302,2.05E-13,1.57E-13,1.26E-13,2.60E-13,2.05E-13,1.57E-13,1.26E-13,2.60E-13,6.39E-14,6.39E-14,6.39E-14,3.88E-14,6.39E-14,6.39E-14,6.39E-14,6.39E-14,3.88E-14,3.88E-14,3.88E-14,3.88E-14,1.57E-13,1.57E-13,6.39E-14,6.39E-14,0.00E+00,0.00E+00,0.00E+00,3.88E-14,3.88E-14,6.39E-14,6.39E-14
NA0303,2.85E-13,2.11E-13,1.93E-13,3.72E-13,2.85E-13,2.11E-13,1.93E-13,3.72E-13,1.03E-13,1.03E-13,1.03E-13,4.25E-14,1.03E-13,1.03E-13,1.03E-13,1.03E-13,4.25E-14,4.25E-14,4.25E-14,4.25E-14,2.11E-13,2.11E-13,1.03E-13,1.03E-13,0.00E+00,0.00E+00,0.00E+00,4.25E-14,4.25E-14,1.03E-13,1.03E-13
NA0401,1.82E-14,1.13E-14,2.37E-15,2.20E-14,1.82E-14,1.13E-14,2.37E-15,2.20E-14,3.89E-15,3.89E-15,3.89E-15,4.35E-15,3.89E-15,3.89E-15,3.89E-15,3.89E-15,4.35E-15,4.35E-15,4.35E-15,4.35E-15,1.13E-14,1.13E-14,3.89E-15,3.89E-15,0.00E+00,0.00E+00,0.00E+00,4.35E-15,4.35E-15,3.89E-15,3.89E-15
NA0402,2.61E-14,1.78E-14,6.34E-15,3.45E-14,2.61E-14,1.78E-14,6.34E-15,3.45E-14,9.08E-15,9.08E-15,9.08E-15,6.73E-15,9.08E-15,9.08E-15,9.08E-15,9.08E-15,6.73E-15,6.73E-15,6.73E-15,6.73E-15,1.78E-14,1.78E-14,9.08E-15,9.08E-15,0.00E+00,0.00E+00,0.00E+00,6.73E-15,6.73E-15,9.08E-15,9.08E-15
NA0403,5.29E-14,3.99E-14,1.87E-14,6.84E-14,5.29E-14,3.99E-14,1.87E-14,6.84E-14,2.59E-14,2.59E-14,2.59E-14,1.32E-14,2.59E-14,2.59E-14,2.59E-14,2.59E-14,1.32E-14,1.32E-14,1.32E-14,1.32E-14,3.99E-14,3.99E-14,2.59E-14,2.59E-14,0.00E+00,0.00E+00,0.00E+00,1.32E-14,1.32E-14,2.59E-14,2.59E-14
NA0404,2.40E-14,1.58E-14,8.04E-15,2.52E-14,2.40E-14,1.58E-14,8.04E-15,2.52E-14,6.41E-15,6.41E-15,6.41E-15,3.18E-15,6.41E-15,6.41E-15,6.41E-15,6.41E-15,3.18E-15,3.18E-15,3.18E-15,3.18E-15,1.58E-14,1.58E-14,6.41E-15,6.41E-15,0.00E+00,0.00E+00,0.00E+00,3.18E-15,3.18E-15,6.41E-15,6.41E-15
NA0405,2.97E-14,1.93E-14,1.46E-14,3.39E-14,2.97E-14,1.93E-14,1.46E-14,3.39E-14,8.20E-15,8.20E-15,8.20E-15,2.72E-15,8.20E-15,8.20E-15,8.20E-15,8.20E-15,2.72E-15,2.72E-15,2.72E-15,2.72E-15,1.93E-14,1.93E-14,8.20E-15,8.20E-15,0.00E+00,0.00E+00,0.00E+00,2.72E-15,2.72E-15,8.20E-15,8.20E-15
